id,name__en,name__fr,name__zh,name,wikipedia__en,wikipedia__zh,gender,birth_date,given_name,website,facebook,original_wikiname,name__es,name__nl,name__de,name__ru,name__hu,identifier__freebase,family_name,twitter,name__nb,name__da,name__nn,name__sv,name__it,wikipedia__de,image,identifier__VIAF,identifier__FAST,wikipedia__it,name__zh_hant,name__zh_cn,name__ja,wikipedia__fr,death_date,name__en_gb,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__NLA,identifier__NLAtrove,name__pl,wikipedia__pl,name__pt,name__wuu,name__yue,name__tl,wikipedia__no,wikipedia__pt,wikipedia__tl,wikipedia__wuu,wikipedia__zh_yue,identifier__Britannica,name__id,name__uk,name__si,name__vi,name__fa,name__he,name__bn,name__ar,name__la,name__ca,wikipedia__ar,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__es,wikipedia__fa,wikipedia__he,wikipedia__id,wikipedia__la,wikipedia__ru,wikipedia__simple,wikipedia__si,wikipedia__uk,wikipedia__vi,identifier__NNDB,name__en_ca,name__nds,identifier__BNF,identifier__SUDOC,identifier__CANTIC,name__zh_hans,name__zh_hk,wikipedia__sv,name__sq,wikipedia__sq,name__ro,name__cy,name__zh_sg,name__zh_tw,name__ko,wikipedia__enwikiquote,wikipedia__ja,wikipedia__ko,name__eo,wikipedia__enwikinews,wikipedia__eo,name__af,name__an,name__br,name__bs,name__ceb,name__cs,name__et,name__eu,name__fi,name__ga,name__gl,name__hr,name__is,name__lb,name__lmo,name__lt,name__nds_nl,name__pms,name__sk,name__sl,name__tr,name__vec,name__wa,name__gsw,name__mg,wikipedia__mg,identifier__NDL,identifier__NTA,identifier__NUKAT,wikipedia__fi,wikipedia__nl,identifier__IMDB,identifier__Munzinger,identifier__CSPAN,name__sr,name__sh,wikipedia__sh,wikipedia__sr,name__mr,name__de_ch,name__el,name__pt_br,name__ta,name__ms,name__be_tarask,name__fo,name__kl,name__sco,name__ne,name__be,name__ur,name__min,name__mn,name__hi,name__bg,name__io,name__th,name__hy,name__mk,name__lv,name__yi,name__ka,name__ckb,name__hif,wikipedia__af,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ckb,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__et,wikipedia__hif,wikipedia__hi,wikipedia__hiwikiquote,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__itwikiquote,wikipedia__ka,wikipedia__lt,wikipedia__lv,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__plwikiquote,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tr,wikipedia__ur,wikipedia__yi,honorific_prefix,identifier__OLID,identifier__wikitree,identifier__GTAA,identifier__AuDB,name__qu,name__uz,name__vo,name__oc,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__ht,name__ku,name__war,name__tpi,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__yo,wikipedia__zh_min_nan,identifier__TED,name__gv,wikipedia__gv,wikipedia__gl,name__jv,wikipedia__dewikiquote,wikipedia__is,wikipedia__jv,wikipedia__lb,wikipedia__nowikiquote,wikipedia__svwikinews,wikipedia__ukwikiquote,name__ast,wikipedia__ast,identifier__MusicBrainz,identifier__discogs,instagram,linkedin,identifier__google_plus,name__bar,name__co,name__fur,name__gd,name__li,name__lij,name__nap,name__pcd,name__sc,name__scn,name__vls,identifier__ULAN,name__de_at,name__frp,name__ia,name__ie,name__kg,name__nrm,name__sr_el,name__sw,name__wo,name__zu,name__sm,wikipedia__ie,wikipedia__mk,wikipedia__sm,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__ATP,identifier__ITF,identifier__NLI
Q5415311,Evan Adermann,Evan Adermann,,Evan Adermann,Evan Adermann,,male,1927-03-10,Evan,,,Evan Adermann,Evan Adermann,Evan Adermann,Evan Adermann,,Evan Adermann,,,,,,,,Evan Adermann,,,,,,,,,,2001-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5418968,Ewen Cameron,Ewen Cameron,,Ewen Cameron,Ewen Cameron (Australian politician),,male,1930-01-12,,,,Ewen Cameron (Australian politician),,Ewen Cameron,Ewen Cameron,,,,,,,,,,,,,31190070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5418982,Ewen Jones,Ewen Jones,伊萬·瓊斯,Ewen Jones,Ewen Jones,伊萬·瓊斯,male,1960-03-07,,,,Ewen Jones,,Ewen Jones,Ewen Jones,,,,Jones,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e9/Ewen_Jones.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5478100,Fran Bailey,Fran Bailey,,Fran Bailey,Fran Bailey,,female,1946-05-21,Fran,,,Fran Bailey,Fran Bailey,Fran Bailey,Fran Bailey,,Fran Bailey,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/Fran_Bailey.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5486654,Frank Ford,Frank Ford,,Frank Ford,Frank Ford (Australian politician),,male,1936-08-10,Frank,,,Frank Ford (Australian politician),,Frank Ford,Frank Ford,Фрэнк Форд,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5488558,Frank Mossfield,Frank Mossfield,,Frank Mossfield,Frank Mossfield,,male,1935-06-04,Frank,,,Frank Mossfield,Frank Mossfield,Frank Mossfield,Frank Mossfield,,Frank Mossfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q550879,Clive Palmer,Clive Palmer,克萊夫·帕爾默,Clive Palmer,Clive Palmer,克萊夫·帕爾默,male,1954-03-26,Clive,,,Clive Palmer,Clive Palmer,Clive Palmer,Clive Palmer,,Clive Palmer,/m/07kdvrf,Palmer,,Clive Palmer,Clive Palmer,Clive Palmer,Clive Palmer,Clive Palmer,Clive Palmer,"https://upload.wikimedia.org/wikipedia/commons/1/19/Clive_Palmer,_December_2012,_cropped.png",,,Clive Palmer,克萊夫·帕爾默,,,Clive Palmer (homme politique),,,,,,,,,,Clive Palmer,,,,,Clive Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,克莱夫·帕尔默,克萊夫·帕爾默,,,,,,,,,,,,,,,,,,,,,,,Clive Palmer,,,,,,,,,,,,,,,,,,,,,Clive Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5516953,Gai Brodtmann,Gai Brodtmann,,Gai Brodtmann,Gai Brodtmann,,female,1963-11-24,,http://www.gaibrodtmann.com.au/,,Gai Brodtmann,Gai Brodtmann,Gai Brodtmann,Gai Brodtmann,,Gai Brodtmann,/m/0crdjkv,,,,,,,Gai Brodtmann,,https://upload.wikimedia.org/wikipedia/commons/2/2d/Gai_Brodtmann.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5524001,Garrie Gibson,Garrie Gibson,,Garrie Gibson,Garrie Gibson,,male,1954-10-17,Garrie,,,Garrie Gibson,,Garrie Gibson,Garrie Gibson,,,,,,,,,,Garrie Gibson,,,92019590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5524195,Garry Nehl,Garry Nehl,,Garry Nehl,Garry Nehl,,male,1934-02-19,Garry,,,Garry Nehl,,Garry Nehl,Garry Nehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5525157,Gary Gray,Gary Gray,蓋瑞·格雷,Gary Gray,Gary Gray (politician),蓋瑞·格雷,male,1958-04-30,Gary,,,Gary Gray (politician),Gary Gray,Gary Gray,Gary Gray,Гари Грэй,Gary Gray,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/18/Gary_Gray_September_2011.jpg,,,,,,,,,,,,,,,Gary Gray,Gary Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5525209,Gary Hardgrave,Gary Hardgrave,,Gary Hardgrave,Gary Hardgrave,,male,1960-01-05,Gary,,,Gary Hardgrave,Gary Hardgrave,Gary Hardgrave,Gary Hardgrave,,Gary Hardgrave,,,,Gary Hardgrave,Gary Hardgrave,Gary Hardgrave,Gary Hardgrave,,,,,,,,,ゲイリー・ハードグレイブ,,,,,,,,,Gary Hardgrave,Gary Hardgrave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5525318,Gary Johns,Gary Johns,,Gary Johns,Gary Johns,,male,1952-08-29,Gary,,,Gary Johns,Gary Johns,Gary Johns,Gary Johns,,Gary Johns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5525646,Gary Nairn,Gary Nairn,,Gary Nairn,Gary Nairn,,male,1951-01-03,Gary,,,Gary Nairn,Gary Nairn,Gary Nairn,Gary Nairn,,Gary Nairn,,,,Gary Nairn,Gary Nairn,Gary Nairn,Gary Nairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5525789,Gary Punch,Gary Punch,,Gary Punch,Gary Punch,,male,1957-08-21,Gary,,,Gary Punch,,Gary Punch,Gary Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5527997,Gavan O'Connor,Gavan O'Connor,,Gavan O'Connor,Gavan O'Connor,,male,1947-12-02,,,,Gavan O'Connor,Gavan O'Connor,Gavan O'Connor,Gavan O'Connor,,Gavan O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5534212,Geoff Lyons,Geoff Lyons,,Geoff Lyons,Geoff Lyons,,male,1953-04-29,Geoff,,,Geoff Lyons,,Geoff Lyons,Geoff Lyons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5534277,Geoff Prosser,Geoff Prosser,,Geoff Prosser,Geoff Prosser,,male,1948-11-06,Geoff,,,Geoff Prosser,Geoff Prosser,Geoff Prosser,Geoff Prosser,,Geoff Prosser,,,,Geoff Prosser,Geoff Prosser,Geoff Prosser,Geoff Prosser,Geoff Prosser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5537893,George Christensen,George Christensen,喬治·克里斯滕森,George Christensen,George Christensen (politician),喬治·克里斯滕森,male,1978-06-30,George,,,George Christensen (politician),,George Christensen,George Christensen,,,,,,,,,,,,,,,,,,,,,George Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Christensen,George Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5539652,George Gear,George Gear,,George Gear,George Gear,,male,1947-03-08,George,,,George Gear,,George Gear,George Gear,,,,,,,,,,George Gear,,,94767849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5552769,Gerry Hand,Gerry Hand,,Gerry Hand,Gerry Hand,,male,1942-06-30,Gerry,,,Gerry Hand,,Gerry Hand,Gerry Hand,,,,,,,,,,,,,92061065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5584883,Gordon Bilney,Gordon Bilney,,Gordon Bilney,Gordon Bilney,,male,1939-06-21,Gordon,,,Gordon Bilney,Gordon Bilney,Gordon Bilney,Gordon Bilney,,Gordon Bilney,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/13/Gordon_Bilney_1984.jpg,93138693,,,,,,,2012-10-28,,,,,,557178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Bilney,Gordon Bilney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5585795,Gordon Scholes,Gordon Scholes,,Gordon Scholes,Gordon Scholes,,male,1931-06-07,Gordon,,,Gordon Scholes,,Gordon Scholes,Gordon Scholes,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/41/Gordon_Scholes_HD-SC-98-07512.jpg,65695197,335646,,,,,,,,,,,,464370,Gordon Scholes,Gordon Scholes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5592223,Graeme Campbell,Graeme Campbell,,Graeme Campbell,Graeme Campbell (politician),,male,1939-08-13,Graeme,,,Graeme Campbell (politician),Graeme Campbell,Graeme Campbell,Graeme Campbell,Грэм Кэмпбелл,Graeme Campbell,,,,,,,,,,,23876116,,,,,グレアム・キャンベル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5592336,Graeme McDougall,Graeme McDougall,,Graeme McDougall,Graeme McDougall,,male,1946-11-21,Graeme,,,Graeme McDougall,,Graeme McDougall,Graeme McDougall,,,,,,,,,,Graeme McDougall,,,,,,格雷姆·麥克杜格爾,格雷姆·麦克杜格尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5592802,Graham Edwards,Graham Edwards,,Graham Edwards,Graham Edwards (politician),,male,1946-07-18,Graham,,,Graham Edwards (politician),Graham Edwards,Graham Edwards,Graham Edwards,,Graham Edwards,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/65/160600_-_Graham_Edwards_-_3a_-_2000_Sydney_media_guide_scan.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5593142,Graham Perrett,Graham Perrett,葛拉罕·佩雷特,Graham Perrett,Graham Perrett,葛拉罕·佩雷特,male,1966-01-05,Graham,,,Graham Perrett,Graham Perrett,Graham Perrett,Graham Perrett,,Graham Perrett,,,,,,,,Graham Perrett,,https://upload.wikimedia.org/wikipedia/commons/5/54/Graham_Perrett_Portrait_2013.jpg,102973577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
