id,name__pl,name__en,name__de,name__fr,name,wikipedia__pl,gender,birth_date,given_name,original_wikiname,name__pt,name__nl,name__eo,name__et,name__it,wikipedia__commons,wikipedia__en,wikipedia__et,wikipedia__fr,wikipedia__pt,image,identifier__VIAF,name__es,name__nb,name__da,name__nn,name__sv,name__en_ca,name__en_gb,name__pt_br,wikipedia__de,identifier__freebase,identifier__EuroparlMEP,wikipedia__plwikiquote,name__de_ch,name__sk,wikipedia__sk,identifier__NUKAT,name__lt,wikipedia__lt,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__eu,name__fi,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__lb,name__li,name__lij,name__lmo,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sco,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,name__ru,wikipedia__es,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,name__zh_hans,name__zh_hant,name__zh_hk,name__uk,name__fa,name__zh,wikipedia__fa,wikipedia__fi,wikipedia__it,wikipedia__ro,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__zh,wikipedia__eo,identifier__LCAuth,name__mg,wikipedia__ca,wikipedia__mg,wikipedia__nl,wikipedia__tr,website,identifier__FIFA,name__ka,name__be,name__bg,name__vi,name__la,name__ie,name__szl,name__ko,name__el,name__io,name__hy,name__ja,name__mk,name__sr,name__mr,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__mr,wikipedia__no,wikipedia__simple,wikipedia__szl,wikipedia__vi,wikipedia__eu,wikipedia__gl,name__ksh,wikipedia__ksh,name__oc,identifier__GND,name__he,name__sr_el,name__sr_ec,name__be_tarask,name__th,wikipedia__be_x_old,wikipedia__he,wikipedia__sr,wikipedia__th,identifier__NKC,facebook,wikipedia__sl,wikipedia__oc,twitter,name__id,wikipedia__dewikiquote,wikipedia__id,wikipedia__itwikiquote,wikipedia__ukwikiquote,identifier__NTA,identifier__GTAA,name__csb,wikipedia__csb,name__az,name__hsb,name__lv,name__ms,name__sh,name__uz,name__yo,name__yue,name__ar,wikipedia__ar,wikipedia__az,wikipedia__br,wikipedia__hr,wikipedia__hsb,wikipedia__lv,wikipedia__ms,wikipedia__nn,wikipedia__sco,wikipedia__sh,wikipedia__uz,wikipedia__yo,wikipedia__zh_yue,name__mwl,wikipedia__mwl,identifier__NLP,wikipedia__af,wikipedia__mk,family_name,identifier__Munzinger,name__fo,wikipedia__fo,name__hi,name__kk,wikipedia__ast,wikipedia__kk,name__dsb,name__ht,name__qu,name__zh_cn,name__mn,name__ta,name__crh_latn,name__ne,wikipedia__crh,wikipedia__cy,wikipedia__dsb,wikipedia__enwikiquote,wikipedia__ht,wikipedia__hy,wikipedia__lmo,wikipedia__mn,wikipedia__qu,wikipedia__scn,death_date,name__sgs,wikipedia__bat_smg,identifier__AlloCine,name__ia,name__na,name__os,name__zh_tw,name__zh_sg,name__zh_mo,name__zh_my,name__kaa,wikipedia__an,wikipedia__eowikiquote,wikipedia__ia,wikipedia__kaa,wikipedia__na,wikipedia__os,identifier__LNB,name__tl,wikipedia__tl,name__fy,wikipedia__fy,wikipedia__bgwikiquote,name__vo,wikipedia__vo,name__cv,name__jv,name__mrj,name__sah,name__se,name__tt,name__nan,name__ckb,wikipedia__ckb,wikipedia__cv,wikipedia__fur,wikipedia__ga,wikipedia__gd,wikipedia__hewikiquote,wikipedia__hi,wikipedia__jv,wikipedia__ltwikiquote,wikipedia__mrj,wikipedia__nds,wikipedia__plwikisource,wikipedia__sah,wikipedia__se,wikipedia__sq,wikipedia__ta,wikipedia__tt,wikipedia__zh_min_nan,identifier__PTBNP,identifier__parlement,identifier__NDL,identifier__NLA,identifier__NLI,identifier__BNE,identifier__BAV,name__diq,wikipedia__bs,name__simple,name__mo,wikipedia__mo,identifier__catholic_hierarchy,wikipedia__xmf,name__xmf,name__bm,name__de_at,name__frc,name__frp,name__jam,name__kab,name__kg,name__min,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__wo,name__zu,identifier__IIAF,identifier__MusicBrainz,identifier__discogs,identifier__MGP,identifier__allmovie,identifier__OLID,identifier__SFDb,identifier__NNDB,identifier__FAST,identifier__CSPAN,identifier__moviemeter,last_seen,wikipedia__ba,identifier__Britannica,name__ba,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__dialnet,identifier__senate_nl,identifier__PACE,wikipedia__bn,name__bn,name__pdc,name__stq,name__war,identifier__wikitree,identifier__bigenc_ru,identifier__google_knowledge
Q4858786,Barbara Bubula,Barbara Bubula,Barbara Bubula,Barbara Bubula,Barbara Bubula,Barbara Bubula,female,1963-03-04,Barbara,Barbara Bubula,Barbara Bubula,Barbara Bubula,,,,,Barbara Bubula,,Barbara Bubula,Barbara Bubula,https://upload.wikimedia.org/wikipedia/commons/a/ae/Politycy_Prawa_i_Sprawiedliwości_(9213503909).jpg,164395033,,,,,,,,,,/m/0f6pz_,,,,,,n96015675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1274 2392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4877004,Beata Sawicka,Beata Dorota Sawicka,Beata Dorota Sawicka,Beata Dorota Sawicka,Beata Sawicka,Beata Sawicka,female,1964-03-23,Beata,Beata Sawicka,Beata Dorota Sawicka,Beata Dorota Sawicka,,,Beata Dorota Sawicka,,Beata Dorota Sawicka,,,Beata Dorota Sawicka,,,,,,,,,,,,,,Beata Sawicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4877005,Beata Bublewicz,Beata Bublewicz,Beata Bublewicz,Beata Bublewicz,Beata Bublewicz,Beata Bublewicz,female,1975-02-26,Beata,Beata Bublewicz,Beata Bublewicz,Beata Bublewicz,Beata Bublewicz,,,,Beata Bublewicz,,Beata Bublewicz,Beata Bublewicz,,166453248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4877014,Beata Małecka-Libera,Beata Małecka-Libera,Beata Małecka-Libera,Beata Małecka-Libera,Beata Małecka-Libera,Beata Małecka-Libera,female,1954-05-17,Beata,Beata Małecka-Libera,Beata Małecka-Libera,Beata Małecka-Libera,,,,,Beata Małecka-Libera,,,Beata Małecka-Libera,https://upload.wikimedia.org/wikipedia/commons/e/eb/Beata_Małecka-Libera_Sejm_2016.JPG,,,,,,,Beata Małecka-Libera,Beata Małecka-Libera,Beata Małecka-Libera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4937934,Bogusław Sonik,Bogusław Sonik,Bogusław Sonik,Bogusław Sonik,Bogusław Sonik,Bogusław Sonik,male,1953-12-03,Bogusław,Bogusław Sonik,,Bogusław Sonik,,,,Category:Bogusław Sonik,Bogusław Sonik,,Bogusław Sonik,,"https://upload.wikimedia.org/wikipedia/commons/2/2c/Bogusław_Sonik_MEP,_Strasbourg_-_Diliff.jpg",102213888,Bogusław Sonik,Bogusław Sonik,Bogusław Sonik,Bogusław Sonik,Bogusław Sonik,,,,Bogusław Sonik,/m/05yg8g,28299,,,Bogusław Sonik,,n2006144580,,,,,,,,,,,Bogusław Sonik,,,,,,,,,Bogusław Sonik,Bogusław Sonik,,,,,,,,,,,,Bogusław Sonik,,,,,,,,,,,,0000 0000 7181 0597,,,,,,,,,,,,,Bogusław Sonik,,,,,,,,,,,,http://www.boguslawsonik.pl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BoguslawSonik,,,SonikBoguslaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4973946,Bronisław Cieślak,Bronisław Cieślak,Bronisław Cieślak,Bronisław Cieślak,Bronisław Cieślak,Bronisław Cieślak,male,1943-10-08,Bronisław,Bronisław Cieślak,,Bronisław Cieślak,,,Bronisław Cieślak,,Bronisław Cieślak,,,,https://upload.wikimedia.org/wikipedia/commons/9/90/Bronisław_Cieślak.jpg,165902129,,Bronisław Cieślak,Bronisław Cieślak,Bronisław Cieślak,Bronisław Cieślak,,,,,,,Bronisław Cieślak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm0162159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q499924,Leszek Blanik,Leszek Blanik,Leszek Blanik,Leszek Blanik,Leszek Blanik,Leszek Blanik,male,1977-03-01,Leszek,Leszek Blanik,Leszek Blanik,Leszek Blanik,Leszek Blanik,,Leszek Blanik,,Leszek Blanik,,Leszek Blanik,Leszek Blanik,https://upload.wikimedia.org/wikipedia/commons/a/aa/Leszek_Blanik.jpg,,Leszek Blanik,Leszek Blanik,Leszek Blanik,Leszek Blanik,Leszek Blanik,,,,Leszek Blanik,/m/0405bp7,,Leszek Blanik,,,,,,,,,,,,,,,,,,Leszek Blanik,,,,,,,,,,,,,,,,,,,Leszek Blanik,,,,,,,,,,Лешек Бланик,,,,,,莱塞克·布拉尼克,萊塞克·布拉尼克,萊塞克·布拉尼克,Лешек Блянік,لسزک بلانیک,萊謝克·布拉尼克,لسزک بلانیک,Leszek Blanik,Leszek Blanik,Leszek Blanik,"Бляник, Лешек",Leszek Blanik,Лешек Блянік,萊謝克·布拉尼克,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q506776,Paweł Olszewski,Paweł Olszewski,Paweł Bartosz Olszewski,Paweł Olszewski,Paweł Olszewski,Paweł Olszewski (polityk),male,1979-12-11,Paweł,Paweł Olszewski (polityk),Paweł Olszewski,Paweł Olszewski,,,,Category:Paweł Olszewski,Paweł Olszewski,,,Paweł Olszewski,https://upload.wikimedia.org/wikipedia/commons/1/1b/Paweł_Olszewski_(cropped).jpg,162668994,,Paweł Olszewski,Paweł Olszewski,Paweł Olszewski,Paweł Olszewski,,,,Paweł Bartosz Olszewski,/m/0f6w91,,Paweł Olszewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1733 4339,,174936214,,,,,,,,,,,,,,,,,nr2002011470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127200630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q514808,Andrzej Celiński,Andrzej Celiński,Andrzej Celiński,Andrzej Celiński,Andrzej Celiński,Andrzej Celiński,male,1950-02-26,Andrzej,Andrzej Celiński,,Andrzej Celiński,,,Andrzej Celiński,Category:Andrzej Celiński,Andrzej Celiński,,Andrzej Celiński,,https://upload.wikimedia.org/wikipedia/commons/f/f5/Andrzej_Celinski_2009.jpg,272692591,Andrzej Celiński,Andrzej Celiński,Andrzej Celiński,Andrzej Celiński,Andrzej Celiński,,,,Andrzej Celiński,/m/03d2mb6,,Andrzej Celiński (polityk),,,,,,,,,,,,,,,Andrzej Celiński,,,,,,,,,,Andrzej Celiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrzej Celiński,,,,,,,n91128494,,,,,,,,,,,,,,,,,,,アンジェイ・ツェリンスキ,,,,,,,Andrzej Celiński,,,,,,,,,,,,,,,,,,,,,,119147645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296904,,,,,,,,,,,,,,,,,,,,,
Q514863,Andrzej Czuma,Andrzej Czuma,Andrzej Czuma,Andrzej Czuma,Andrzej Czuma,Andrzej Czuma,male,1938-12-07,Andrzej,Andrzej Czuma,Andrzej Czuma,Andrzej Czuma,,,Andrzej Czuma,Category:Andrzej Czuma,Andrzej Czuma,,Andrzej Czuma,Andrzej Czuma,https://upload.wikimedia.org/wikipedia/commons/c/cf/Andrzej.Czuma.jpg,250968296,Andrzej Czuma,Andrzej Czuma,Andrzej Czuma,Andrzej Czuma,Andrzej Czuma,,,,Andrzej Czuma,/m/03gw390,,Andrzej Czuma,,,,,Andrzej Czuma,Andrzej Czuma,,,,,,,,,,,,,,,,,,,Andrzej Czuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrzej Czuma,,,,,,,,,,,,,,,,,,,Andreas Czuma,,,,,,,,,,,,,,,,,,,,,,,,Andreas Czuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q515006,Andrzej Nowakowski,Andrzej Nowakowski,Andrzej Jacek Nowakowski,Andrzej Jacek Nowakowski,Andrzej Nowakowski,Andrzej Nowakowski (ur. 1971),male,1971-10-23,Andrzej,Andrzej Nowakowski (ur. 1971),,,,,,,,,,,,,,,,,,,,,Andrzej Jacek Nowakowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q515210,Andrzej Lewandowski,Andrzej Lewandowski,Andrzej Lewandowski,Andrzej Lewandowski,Andrzej Lewandowski,Andrzej Lewandowski (polityk),male,1954-04-18,Andrzej,Andrzej Lewandowski (polityk),,Andrzej Lewandowski,,,,,,,,,,,,,,,,,,,Andrzej Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q515478,Andrzej Rozenek,Andrzej Rozenek,Andrzej Rozenek,Andrzej Rozenek,Andrzej Rozenek,Andrzej Rozenek,male,1969-03-17,Andrzej,Andrzej Rozenek,,Andrzej Rozenek,,,Andrzej Rozenek,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1e/Andrzej_Rozenek_Sejm_03.JPG,,,Andrzej Rozenek,Andrzej Rozenek,Andrzej Rozenek,Andrzej Rozenek,,,,Andrzej Rozenek,,,Andrzej Rozenek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q515488,Andrzej Ryszka,Andrzej Ryszka,Andrzej Ryszka,Andrzej Ryszka,Andrzej Ryszka,Andrzej Ryszka (polityk),male,1953-04-13,Andrzej,Andrzej Ryszka (polityk),,Andrzej Ryszka,,,,,,,,,,,,,,,,,,,Andrzej Ryszka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q519793,Janusz Lewandowski,Janusz Lewandowski,Janusz Lewandowski,Janusz Lewandowski,Janusz Lewandowski,Janusz Lewandowski,male,1951-06-13,Janusz,Janusz Lewandowski,,Janusz Lewandowski,Janusz Lewandowski,,Janusz Lewandowski,,Janusz Lewandowski,,Janusz Lewandowski,,https://upload.wikimedia.org/wikipedia/commons/b/b5/Janusz_Lewandowski_Sejm_2016.JPG,216218236,Janusz Lewandowski,Janusz Lewandowski,Janusz Lewandowski,Janusz Lewandowski,Janusz Lewandowski,,,,Janusz Lewandowski,/m/038bcw,23781,Janusz Lewandowski,,,,n94000769,Janusz Lewandowski,Janusz Lewandowski,,,,,,,,,Janusz Lewandowski,,,,,,,,,,Janusz Lewandowski,,,,,,,,,,,,Janusz Lewandowski,,,,,,,,,,"Левандовский, Януш",Janusz Lewandowski,0000 0001 1629 2691,,,,,,,Януш Левандовські,,,,,Janusz Lewandowski,Janusz Lewandowski,"Левандовский, Януш",Janusz Lewandowski,Януш Левандовські,,Janusz Lewandowski,,,,,Janusz Lewandowski,,,,,Януш Левандоўскі,,,,,,,,,,,,,,Януш Левандоўскі,,Janusz Lewandowski,Janusz Lewandowski,,,,,,,,,,,,,,,,,,,,,,171020227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5222994,Dariusz Grabowski,Dariusz Grabowski,Dariusz Grabowski,Dariusz Grabowski,Dariusz Grabowski,Dariusz Grabowski,male,1950-08-28,Dariusz,Dariusz Grabowski,,Dariusz Grabowski,,,Dariusz Grabowski,,Dariusz Grabowski,,,,https://upload.wikimedia.org/wikipedia/commons/0/00/20080930_Dariusz_Maciej_Grabowski.jpg,,Dariusz Grabowski,,,,,,,,,,28332,Dariusz Grabowski,,,,,,,,,,,,,,,,,,,,,,,,,Dariusz Grabowski,,,,,,,,,,,,Dariusz Grabowski,,,,,,,,,,,,,,,,,,,,,,,,,Dariusz Grabowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5223017,Dariusz Olszewski,Dariusz Olszewski,Dariusz Olszewski,Dariusz Olszewski,Dariusz Olszewski,Dariusz Olszewski,male,1967-11-26,Dariusz,Dariusz Olszewski,Dariusz Olszewski,Dariusz Olszewski,,,,,Dariusz Olszewski,,,Dariusz Olszewski,,301012680,Dariusz Olszewski,,,,,,,,,/m/0f6w8q,,,,,,,,,,,,,,,,,,,,,,,,,,,Dariusz Olszewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5223026,Dariusz Seliga,Dariusz Seliga,Dariusz Seliga,Dariusz Seliga,Dariusz Seliga,Dariusz Seliga,male,1969-04-10,Dariusz,Dariusz Seliga,Dariusz Seliga,Dariusz Seliga,,,,,Dariusz Seliga,,,Dariusz Seliga,,,Dariusz Seliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dariusz Seliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q527827,Marzenna Drab,Marzenna Drab,Marzenna Drab,Marzenna Drab,Marzenna Drab,Marzenna Drab,female,1958-02-20,Marzenna,Marzenna Drab,,Marzenna Drab,,,,,Marzenna Drab,,,,,,Marzenna Drab,Marzenna Drab,Marzenna Drab,Marzenna Drab,Marzenna Drab,,,,Marzenna Drab,/m/063yq74,,,,,,,,,,,,,,,,,,,,,,,,,,,Marzenna Drab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5290275,Domicela Kopaczewska,Domicela Kopaczewska,Domicela Kopaczewska,Domicela Kopaczewska,Domicela Kopaczewska,Domicela Kopaczewska,female,1958-10-04,,Domicela Kopaczewska,Domicela Kopaczewska,Domicela Kopaczewska,,,,,Domicela Kopaczewska,,,Domicela Kopaczewska,https://upload.wikimedia.org/wikipedia/commons/5/5c/Spotkanie_zorganizowane_przez_Domicelę_Kopaczewską_-_kujawsko-pomorskie_(12-11-28)_(8356924511).jpg,,Domicela Kopaczewska,,,,,,,,,/m/0f6tll,,,,,,,,,,,,,,,,,,,,,,,,,,,Domicela Kopaczewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
